bvid,arcurl,title,pubdate,rank_offset,author,mid,play,review,video_review,favorites,duration,tag,description
BV1jt411s7dE,http://www.bilibili.com/video/av40232741,mugen人物对战&quot;新生力量&quot;特别篇（黑白Kv2）,2019-01-08 16:17:28,71,海王星的幻觉,472875,28401,119,573,237,1068,mugen,"自制 视频以娱乐为主
切勿恶意攻击人物及作者
本人新建Mugen粉丝群，有兴趣的可以来一起谈天说地
群号567549165
立绘作者ID
空鸽丶来点茶吗"
BV1Xt411t7Nt,http://www.bilibili.com/video/av41424778,MUGEN 青青暴风子大更新,2019-01-22 22:30:40,72,Zero_Dash,4459869,28390,161,193,289,605,"MUGEN,暴风子",青青暴风子大更新
BV14t411W7py,http://www.bilibili.com/video/av40592076,《MUGEN》  Faiz  VS  Kabuto,2019-01-13 05:42:58,73,NatsumiTohka,150146517,27980,58,41,81,202,"假面骑士,假面骑士faiz,假面骑士kabuto,假面骑士555,假面骑士甲斗,mugen,MUGEN,特摄,童年",。。。。。。
BV1ct411z7gZ,http://www.bilibili.com/video/av39765915,【MUGEN】动漫主角队 VS 拳皇主角队【第二战】【1080P】【60帧】,2019-01-02 22:53:47,74,L的朋友,2025332,27929,89,556,184,953,"MUGEN,论BGM的重要性,60帧,神仙打架,BGM燃,拳皇,死神,妖精的尾巴,海贼王,浪客剑心",喜欢本视频的朋友请点个差评，喜欢UP的话别忘了点下举报哦，谢谢~~~~~~~
BV1Lt411z7ib,http://www.bilibili.com/video/av39781405,【Mugen】拳皇：98C八神和99草薙京,2019-01-03 11:30:50,75,剑心寒,3479163,27900,172,237,142,190,"拳皇,KOF,八神,草薙京,98c,98combo,99",这个视频我都想投到单机区了，或者投给堕天使或者醉影去解说2333
BV1Yt411p7UZ,http://www.bilibili.com/video/av40420517,【MUGEN】牛头一护 VS 扭头菠萝【1080P】【60帧】,2019-01-11 03:18:52,76,L的朋友,2025332,27519,83,145,152,441,"MUGEN,论BGM的重要性,60帧,神仙打架,一拳超人,死神,黑崎一护,BGM燃,青春,波罗斯","我等は 姿无きが故に 
それを畏れ 

吾等因无形而恐惧"
BV1yt411p7hh,http://www.bilibili.com/video/av40458701,【Mugen】拳皇：Yu草薙京和Yu八神庵,2019-01-11 15:46:09,77,剑心寒,3479163,27104,154,128,185,144,"拳皇,KOF,八神,草薙京",
BV1cb411y7Af,http://www.bilibili.com/video/av42095960,迪奥·布兰度 vs 十六夜咲夜,2019-01-30 04:08:35,78,Civia_salyn,29511475,27083,173,139,139,193,"MUGEN,凶级,东方,咲夜,jojo,dio",视频由粉丝录制加上传，并非账号原主人
BV1Mt411x7gB,http://www.bilibili.com/video/av39878650,mugen人物对战(M蛟篇)重置,2019-01-04 13:51:44,79,海王星的幻觉,472875,26377,130,397,195,1109,mugen,"自制 视频以娱乐为主
切勿恶意攻击人物及作者
本人新建Mugen粉丝群，有兴趣的可以来一起谈天说地
群号567549165"
BV15t411b77t,http://www.bilibili.com/video/av41499942,【Mugen】拳皇：Bloo和布莱克,2019-01-23 20:33:32,80,剑心寒,3479163,26054,109,185,211,215,"拳皇,KOF,bloo,布莱克",
BV1gb411y7ok,http://www.bilibili.com/video/av42129316,【MUGEN】魔禁队 VS 月姬队【1080P】【60帧】,2019-01-30 14:53:25,81,L的朋友,2025332,25948,71,404,260,557,"MUGEN,论BGM的重要性,神仙打架,魔法禁书目录,一方通行,月姬,某科学超脑电磁炮,战歌,BGM带感,炮姐","简介
 
相关游戏: 请输入本视频所涉及的游戏名称，以顿号分隔，例：英雄联盟、塞尔达传说、刺客信条	
简介补充: ...	

0/2000"
BV1Dt411t71Z,http://www.bilibili.com/video/av41420071,【MUGEN】干枯大地·七枷社VS暴君七枷社,2019-01-22 21:23:28,82,忘我兔子,45848012,25337,44,95,66,181,"MUGEN,狂级,KOF,格斗,七枷社",希望大家喜欢这个视频嗷。
BV11b411C7EY,http://www.bilibili.com/video/av42015599,【MUGEN】人物强度测试（金属蛇）金蛇：勇气！力量！智慧！脑洞炮发射！,2019-01-29 12:11:19,83,爱看电视的方风,10197755,24890,60,458,159,1287,"MUGEN,狂级,十割,KOF,拳皇,单机游戏,格斗,新人","难录，真心难录，不多说了，fa♂fa♂fa♂fa♂fa！
感谢各位作者制作的精美人物和AI，视频如有违规请通知我，我会做出回应并说明的。
禁止攻击人物、AI和作者
PS：我们Mugen高中的群号: 581818247， 真心喜欢Mugen,喜欢语C的小伙伴们请加入我们。
我们Mugen高中欢迎新同学的加入哟~o( =∩w∩= )m"
BV18b411C7ea,http://www.bilibili.com/video/av41998630,【MUGEN】人物更新—BOSS经理,2019-01-29 08:42:52,84,Z_E_T,422579,24670,222,243,137,710,"MUGEN,狂级,十割,经理,拳皇","2019.1.26
新增技能：斩风燕破
技能：斩风燕破，斩风烈破，锤返，突进投为全程霸体
新增3气：绝望屠杀
AI立回更改，降低拳脚摸奖概率
删除无脑反射盾AI，更多选择取代
普通投在半血以下演出变更，判定加强
人物属性改为全程不可被对方染色

感谢星空大大的改图修正
视频使用请用最新版

地址：https://pan.baidu.com/s/1i5JKZYl#list/path=%2F
主页：http://zetzetzetzet.blog.fc2blog.us/
视频使用上没有限制，但是依旧请注明开关"
BV13t411H7ZN,http://www.bilibili.com/video/av40644834,【Mugen】拳皇：草薙京1号和草薙京2号,2019-01-13 17:14:30,85,剑心寒,3479163,24597,145,373,125,187,"拳皇,KOF,2002um,草薙京",
BV1rt411h74e,http://www.bilibili.com/video/av40956638,【Mugen】拳皇：Wing草薙京和Gmf八神庵,2019-01-17 16:20:28,86,剑心寒,3479163,24430,91,125,74,141,"拳皇,KOF,八神,草薙京,wing",
BV1wt41187HR,http://www.bilibili.com/video/av41649068,【Mugen】拳皇：血草和血八,2019-01-25 14:23:58,87,剑心寒,3479163,24381,120,159,159,182,"拳皇,KOF,八神,草薙京",
BV13b411y7rj,http://www.bilibili.com/video/av42134015,【Mugen】拳皇&amp;东方：里草和藤原妹红,2019-01-30 15:32:32,88,剑心寒,3479163,24295,193,219,137,181,"拳皇,KOF,里草,藤原妹红,东方project",
BV1Lb411k7ua,http://www.bilibili.com/video/av42242742,【MUGEN】普羅修特 VS 八雲紫,2019-01-31 18:29:14,89,天使君Aka蕾米親衛隊,35847842,24054,121,100,179,228,"八云紫,东方,东方PROJECT,紫妈,東方,JOJO的奇妙冒险,MUGEN,JOJO,mugen","全程AI對戰，東方、JOJO相關人物魔改
普羅修特 VS 八雲紫

錄影程式：Bandicam

普羅修特：あまりもの氏設計。
八雲紫：クロガネ氏設計。"
BV1et411p7LT,http://www.bilibili.com/video/av40420074,【Mugen】群员手操合集 第5期,2019-01-11 17:05:20,90,大师牌,73370683,23702,116,493,128,980,"MUGEN,手操,拳皇,mugen,KOF,Mugen,狂级",这个栏目现在恢复更新了，投稿规则见置顶评论。
BV13t411p7ia,http://www.bilibili.com/video/av40844642,【MUGEN】六小龄童VS六小龄童,2019-01-16 03:26:39,91,岸波玉藻,16295316,23585,118,170,125,668,"MUGEN,六小龄童","六小龄童，HP 1666，ATK 66，DEF 666；玩家控制
六小龄童，HP 1666，ATK 66，DEF 666；AI控制"
BV1et411s7kH,http://www.bilibili.com/video/av40289448,【MUGEN】菜月昴 VS 菠萝冇【1080P】【60帧】,2019-01-09 11:37:57,92,L的朋友,2025332,23364,106,141,72,694,"MUGEN,论BGM的重要性,60帧,神仙打架,BGM燃,战歌,一拳超人,Re：从零开始的异世界生活,蕾姆,波罗斯","蕾姆知道的 昴不管是在多么看不见未来的暗黑中 都是有勇气伸手过来的人 
我喜欢被昴摸头 通过手掌和头发 我感觉能跟昴心意相通 
我喜欢昴的声音 每听到的一句话 心里都会感到很暖和 
我喜欢昴的眼睛 虽然平时很敏锐 可想要温柔的安慰人的时候 我喜欢那双眼神变得柔和的眼睛 
我喜欢昴的手指 明明是男孩子 却有漂亮的手指 可一旦握起来 果然觉得是男孩子的手 是细长又有力的手指 
我喜欢昴走路的方式 一起走在你身边的话 有时会回头像是确认我有没有在好好跟着 我喜欢这样的走路方式我 
我喜欢昴的睡脸 像婴儿一样毫无"
BV1zt411s7jF,http://www.bilibili.com/video/av40274099,【人物更新】M蛟,2019-01-09 02:01:58,93,何二猫永远存在,4408217,23175,126,56,104,150,"MUGEN,蛟,MIZUCHI,NBC,大蛇,拳皇,狂级","AI大部分已经调整完毕，但是还有一些小问题，后续会修复。
M蛟的2气掏蛋其实是有两段判定，第一段是接近的时候会主动掏魂，如果第一段主动掏魂判定未中，收招时会触发2段判定，这个时候如果中了的话
M蛟会闪避到对面身后再掏一次。
人物特效是APPS更新的，AI的确是我更新的，部分技能判定我也重写了。总之！！！！！！！！！！
真香！！！！！！！！！
人物还在优化中，后续会把所有模型改图优化。敬请期待。"
BV12t411a7Bh,http://www.bilibili.com/video/av41136263,【Mugen】拳皇：Yu八神和血八,2019-01-19 18:48:07,94,剑心寒,3479163,23116,114,132,122,156,"拳皇,KOF,八神",
BV1ct411b7gS,http://www.bilibili.com/video/av41453939,【Mugen】拳皇：魂印归来和血草,2019-01-23 11:13:51,95,剑心寒,3479163,22807,142,136,113,137,"拳皇,KOF,魂印归来,魂之印记,血草,草薙京",很迷的一局对局，录出来给魔王看看。
BV1Qt411b7AS,http://www.bilibili.com/video/av41618221,【MUGEN】终极八神队 VS 超级老卢队,2019-01-25 14:00:51,96,丶宴傀,105081752,22600,92,476,180,800,"杯赛,KOF,Mugen,拳皇,卢卡尔,雅格威克,阿克蒙德",雅格威克：最后就由我来结束这一切吧！
BV15t411B7Hc,http://www.bilibili.com/video/av39613160,[ mugen动画 ] 拳皇劫火之拳-02,2019-01-01 08:07:44,97,草丛惊,110708217,22589,119,269,251,732,"拳皇,MUGEN,格斗,自制,新人",祝大家元旦快乐！不废话了，喜欢本作的朋友们别忘了素质三连支持一波哦  (-^〇^-)
BV1Wt411t7Bq,http://www.bilibili.com/video/av41860721,【Mugen】拳皇：灵域领主和爆炎经理,2019-01-27 18:56:16,98,剑心寒,3479163,22524,120,137,99,136,"拳皇,KOF,经理,灵域领主,古利查力度",
BV1Lt411H7qM,http://www.bilibili.com/video/av40689823,【MUGEN】终极草薙京队 VS 超级卢卡尔队,2019-01-14 15:00:53,99,丶宴傀,105081752,22368,79,444,189,690,"MUGEN,杯赛,拳皇,KOF,Mugen,单机游戏,F-元素草","另一个京先生回归！
终极之战篇."
BV19t411H7uJ,http://www.bilibili.com/video/av40812734,【Mugen】拳皇&amp;月华剑士：失忆草和诚哥,2019-01-15 19:11:11,100,剑心寒,3479163,22161,74,150,73,127,"拳皇,KOF,诚哥,草薙京,月华剑士,鹫冢庆一郎",失忆草6P加强了一下，增加了缓慢回气，攻击为基础攻击的1.5倍，也就是30攻击实际为45攻击，6P的强度打算定在狂下，7P狂中，12P依然狂中。
BV1st411p786,http://www.bilibili.com/video/av40392674,【Mugen】拳皇：表克里斯和里克里斯,2019-01-10 18:00:38,101,剑心寒,3479163,21880,136,109,149,136,"拳皇,KOF,克里斯,八杰集",
BV1Fb411k7s5,http://www.bilibili.com/video/av42225789,【MUGEN】暴君七枷社专场！！社长：你再牛13你也得给我打工！,2019-01-31 16:12:12,102,豆叶greenery,24068374,21827,76,424,98,1111,"MUGEN,拳皇,格斗,KOF,搬运社,卢卡尔,狂级,十割,八神,格斗游戏",盈利man！！！
BV1jt41187cr,http://www.bilibili.com/video/av41209345,【Mugen】博丽灵梦vs六小龄童(已更新3P),2019-01-20 15:38:06,103,就改这破网名丶,178971345,21659,307,311,285,2512,"MUGEN,mugen,东方,东方PROJECT,博丽灵梦,六小龄童,东方project,西游记","博丽灵梦HP1000
六小龄童HP1000
血量200%"
BV11t411h7SB,http://www.bilibili.com/video/av40942414,【Mugen】全然不信papyrus vs 小小,2019-01-17 13:05:57,104,本骨是一只帕派瑞斯,241383140,21424,18,65,94,139,"MUGEN,传说之下,全然不信,PAPYRUS",双方为10P。
BV1et411b7sn,http://www.bilibili.com/video/av41558499,【MUGEN】“魔禁”队 VS “一拳超人”队【1080P】【60帧】,2019-01-24 14:45:28,105,硬币驾驭,287992805,21211,158,297,71,604,"Mugen,魔法禁书目录,一拳超人,格斗,MUGEN,剪辑",正常伤害的一拳，先说明，不然当麻有个卵的游戏体验（手动滑稽），就酱紫。
BV1ib411C7hn,http://www.bilibili.com/video/av41986247,【mugen】人物重置 杀意喧哗－山崎龙二,2019-01-29 00:05:28,106,sikoli,32807832,21191,178,56,76,290,"MUGEN,拳皇,新人,人物","emmmm经过上一次的发布
这次是经过大改的龙二
没有添加黑科技
详情……还是看视频吧

BGM:太陽と向日葵"
BV1ft411p7vc,http://www.bilibili.com/video/av40468738,mugen人物对战（Gustav M）重置,2019-01-11 17:57:39,107,海王星的幻觉,472875,21006,222,279,142,663,mugen,"自制 视频以娱乐为主
切勿恶意攻击人物及作者
本人新建Mugen粉丝群，有兴趣的可以来一起谈天说地
群号567549165"
BV1gt41147m4,http://www.bilibili.com/video/av40043381,【mugen】雅阁全开VSCNAO6p 这是个漫长的20秒    特效享受（1.1版）,2019-01-06 10:40:46,108,账号注销1178653,327311691,20868,91,190,163,249,轮外,3连有木有（可怜电脑）
BV1Fb411k7Gj,http://www.bilibili.com/video/av42226987,【人物公开】混合系统多模式克里斯,2019-01-31 14:40:23,109,Altria_Neixus,9971141,20781,170,313,137,1037,"MUGEN,狂级,拳皇,克里斯,凶级","二儿子好惹。。。
地址:https://pan.baidu.com/s/1kVBrcTD"
BV1Ut4114729,http://www.bilibili.com/video/av41777433,【MUGEN】Nightmare Sans VS 瘦长鬼影,2019-01-26 21:28:10,110,某流石油的杉S,325414236,20595,63,85,96,523,"MUGEN,mugen,UNDERTALE,传说之下,瘦长鬼影,都市传说",相关链接:MUGEN、mugen、undertale、传说之下、UNDERTALE、UT、都市传说
BV1vt41187iN,http://www.bilibili.com/video/av41237032,【Mugen】拳皇：暴风子和凯兰零子,2019-01-20 20:44:24,111,剑心寒,3479163,20295,155,131,180,214,"拳皇,KOF,暴风子,零子",
BV1tt41147Xc,http://www.bilibili.com/video/av41712832,【MUGEN】人物发布|归来的魂之印记,2019-01-26 08:56:33,112,魔魔子Z,258928,20211,266,64,242,255,"MUGEN,狂级,拳皇,格斗,魂之印记,布莱克,blau,人物发布","因为马上就没时间做视频了，所以提前发布人物吧。
没想到吧！
感谢大家这么久以来的支持，那么在这里提前祝大家新年快乐了。
老样子，屑度盘  s/1-PdMLeHpHv2a19u7hxoVgA，码t476
求素质三连~∠(ᐛ」∠)＿
BGM：内田真礼 - 創傷イノセンス (Instrumental)，植松伸夫 - Beyond The Wasteland"
BV1Bt411x73P,http://www.bilibili.com/video/av39976085,【MUGEN】新-雅格威克队 VS 最终白炎队,2019-01-05 16:47:37,113,丶宴傀,105081752,19918,83,477,203,889,"MUGEN,杯赛,拳皇,KOF,单机游戏,苍白的抹杀者NAO",苍白的抹杀者NAO：我的存在让你感到害怕了吗？
BV1St411B7Av,http://www.bilibili.com/video/av39695827,【我英mugen】最新版欧尔麦特!人物介绍视频（附带下载链接）,2019-01-02 08:30:53,114,北海道夜闌,19965877,19680,58,39,246,186,"MUGEN,mugen,我的英雄学院,欧尔麦特,格斗,人物下载","https://youtu.be/GazGf3
链接:https://pan.baidu.com/s/1nkxjLYdMJFQJ0VqATwKgww 提取码:hj73 复制这段内容后打开百度网盘手机App，操作更方便哦

希望大家拿了人物，可以帮忙给视频点个赞，顺便评论一下，多谢啦！！！！！

☞做伸手党可是不好的哦☜

喜欢的小伙伴们可以点个关注

关注一下更多人物随你拿乀(ˉεˉ乀)"
BV14b411C7iJ,http://www.bilibili.com/video/av41951778,【Mugen】拳皇：魂印归来和伊格尼兹,2019-01-28 18:09:36,115,剑心寒,3479163,19628,132,143,73,181,"拳皇,KOF,草薙京,魂之印记,伊格尼兹",
BV1Vt411a76T,http://www.bilibili.com/video/av41030882,【Mugen】拳皇：最终零子和大师牌,2019-01-18 14:34:22,116,剑心寒,3479163,19071,120,93,111,113,"拳皇,KOF,零子,罗兹威尔,牌哥",杯赛晚上更新
BV1pt411b7Qj,http://www.bilibili.com/video/av41528919,mugen人物对战&quot;新生力量&quot;特别篇（灵域领主）,2019-01-24 04:17:53,117,海王星的幻觉,472875,18713,165,332,152,1215,"mugen,Mugen","自制 视频以娱乐为主
切勿恶意攻击人物及作者
本人新建Mugen粉丝群，有兴趣的可以来一起谈天说地
群号567549165"
BV1bt411h76i,http://www.bilibili.com/video/av40923026,【MUGEN】四版本鸣人 VS 四版本纳兹【1080P】【60帧】,2019-01-17 07:00:00,118,L的朋友,2025332,18704,130,465,178,1056,"MUGEN,论BGM的重要性,60帧,神仙打架,BGM燃,妖精的尾巴,战歌,火影忍者,纳兹,鸣人",妖精尾巴的成员全都是伙伴！不管是纲手婆婆还是自来也，佐助和小樱包括在内，卡卡西和带土也是，大家都是伙伴！
BV1Yt411B7No,http://www.bilibili.com/video/av39676810,【Mugen】拳皇：无火京和草666号,2019-01-01 22:31:53,119,剑心寒,3479163,18425,132,91,74,140,"拳皇,KOF,草薙京,克隆体",
BV1bt411H7nF,http://www.bilibili.com/video/av40705963,(mugen) K9999 Vs 卢卡尔,2019-01-14 12:45:56,120,mugen小王子,396018753,18408,18,91,41,495,"MUGEN,格斗游戏,单机游戏,拳皇,卢卡尔",
BV1Bt411H7CU,http://www.bilibili.com/video/av40731140,【Mugen】拳皇：迷你卢卡尔和巨人哈维D,2019-01-14 18:18:51,121,剑心寒,3479163,18366,87,172,67,163,"拳皇,KOF,社长,卢卡尔,哈维D,巨人",
BV1Xt41147wk,http://www.bilibili.com/video/av41757778,【Mugen】拳皇：97暴走八神和草薙京10号,2019-01-26 17:39:33,122,剑心寒,3479163,18272,121,115,68,123,"拳皇,KOF,草薙京,八神",
BV1Jb411C7Gu,http://www.bilibili.com/video/av41959782,【mugen】崩坏抹消者＆雅格威克专场,2019-01-28 19:49:44,123,丶Madara丶,19420869,18256,129,578,199,1238,"MUGEN,狂级,十割,雅格威克,崩坏抹消者,C雅,CNAO,崩坏nao,拳皇,八神","C大生日快乐~~~

雅格威克攻击0.5~07
CNao第一把觉醒关，第二把觉醒开，炼狱开
暗公主6P
大蛇是流花绯月的
其他人物大家都熟悉就不介绍了"
